аяк	ɑ j ɑ q
бармак	b ɑ r m ɑ q
йөрәк	j ø r æ k
үпкә	ø p k æ
бавыр	b ɑ w ɨ r
бил	b i l
тез	t e z
аркан	ɑ r q ɑ n
тире	t i r e
чәч	tʃ æ tʃ
сакал	s ɑ q ɑ l
таш	t ɑ ʃ
туфрак	t u f r ɑ q
су	s u
ут	u t
һава	h ɑ w ɑ
агач	ɑ ɡ ɑ tʃ
чәчәк	tʃ æ tʃ æ k
үлән	ø l æ n
урман	u r m ɑ n
тау	t ɑ w
елга	j e l ɡ ɑ
диңгез	d i ŋ g e z
кояш	q o j ɑ ʃ
ай	ɑ j
йолдыз	j o l d ɨ z
болыт	b o l ɨ t
яңгыр	j ɑ ŋ ɣ ɨ r
кар	q ɑ r
буран	b u r ɑ n
дауыл	d ɑ w ɨ l
эссе	e s s e
салкын	s ɑ l q ɨ n
кышкы	q ɨ ʃ q ɨ
яз	j ɑ z
жәй	ʒ æ j
көз	k ø z
кыш	q ɨ ʃ
атлар	ɑ t l ɑ r
сыер	s ɨ j e r
сарык	s ɑ r ɨ q
куян	q u j ɑ n
эт	e t
мәче	m æ tʃ e
тавык	t ɑ w ɨ q
каз	q ɑ z
үрдәк	ø r d æ k
торна	t o r n ɑ
карлыгач	q ɑ r l ɨ ɣ ɑ tʃ
бүре	b ø r e
аю	ɑ j u
төлке	t ø l k e
дуңгыз	d u ŋ ɣ ɨ z
куллар	q u l l ɑ r
йортлар	j o r t l ɑ r
апалар	ɑ p ɑ l ɑ r
кешеләр	k e ʃ e l æ r
балалар	b ɑ l ɑ l ɑ r
дуслар	d u s l ɑ r
урамнар	u r ɑ m n ɑ r
агачлар	ɑ ɡ ɑ tʃ l ɑ r
ташлар	t ɑ ʃ l ɑ r
китаплар	k i t ɑ p l ɑ r
мәктәпләр	m æ k t æ p l æ r
дәресләр	d æ r e s l æ r
кулым	q u l ɨ m
кулың	q u l ɨ ŋ
кулы	q u l ɨ
кулыбыз	q u l ɨ b ɨ z
кулыгыз	q u l ɨ ɡ ɨ z
куллары	q u l l ɑ r ɨ
китабым	k i t ɑ b ɨ m
китабың	k i t ɑ b ɨ ŋ
китабы	k i t ɑ b ɨ
йортым	j o r t ɨ m
йортың	j o r t ɨ ŋ
йортыбыз	j o r t ɨ b ɨ z
өем	ø j e m
өең	ø j e ŋ
өебез	ø j e b e z
мәктәптә	m æ k t æ p t æ
өйдә	ø j d æ
урамда	u r ɑ m d ɑ
авылда	ɑ w ɨ l d ɑ
шәһәрдә	ʃ æ h æ r d æ
урманда	u r m ɑ n d ɑ
китапны	k i t ɑ p n ɨ
кешене	k e ʃ e n e
баланы	b ɑ l ɑ n ɨ
йортны	j o r t n ɨ
өйне	ø j n e
кулга	q u l ɡ ɑ
мәктәпкә	m æ k t æ p k æ
шәһәргә	ʃ æ h æ r g æ
өйгә	ø j g æ
авылга	ɑ w ɨ l ɡ ɑ
кулдан	q u l d ɑ n
мәктәптән	m æ k t æ p t æ n
шәһәрдән	ʃ æ h æ r d æ n
өйдән	ø j d æ n
авылдан	ɑ w ɨ l d ɑ n
барам	b ɑ r ɑ m
барасың	b ɑ r ɑ s ɨ ŋ
бара	b ɑ r ɑ
барабыз	b ɑ r ɑ b ɨ z
барасыз	b ɑ r ɑ s ɨ z
баралар	b ɑ r ɑ l ɑ r
килдем	k i l d e m
килдең	k i l d e ŋ
килде	k i l d e
килдек	k i l d e k
килдегез	k i l d e g e z
килделәр	k i l d e l æ r
баргач	b ɑ r ɡ ɑ tʃ
килгәч	k i l g æ tʃ
барса	b ɑ r s ɑ
килсә	k i l s æ
барыр	b ɑ r ɨ r
килер	k i l e r
бармый	b ɑ r m ɨ j
килми	k i l m i
бармады	b ɑ r m ɑ d ɨ
килмәде	k i l m æ d e
кил	k i l
килегез	k i l e g e z
барыгыз	b ɑ r ɨ ɡ ɨ z
кайт	q ɑ j t
яхшы	j ɑ x ʃ ɨ
матур	m ɑ t u r
зур	z u r
кечкенә	k e tʃ k e n æ
яңа	j ɑ ŋ ɑ
иске	i s k e
озын	o z ɨ n
кыска	q ɨ s q ɑ
киң	k i ŋ
тар	t ɑ r
авыр	ɑ w ɨ r
җиңел	dʒ i ŋ e l
кирәк	k i r æ k
мөмкин	m ø m k i n
тиеш	t i j e ʃ
ярый	j ɑ r ɨ j
ярамый	j ɑ r ɑ m ɨ j
дөрес	d ø r e s
ялган	j ɑ l ɡ ɑ n
чын	tʃ ɨ n
дөрес	d ø r e s
рәхмәт	r æ x m æ t
зинһар	z i n h ɑ r
гафу	ɡ ɑ f u
сәлам	s æ l æ m
хәерле	x æ j r l e
исәнмесез	i s æ n m e s e z
хушыгыз	x u ʃ ɨ ɡ ɨ z
сау булыгыз	s ɑ w b u l ɨ ɡ ɨ z
әйе	æ j e
юк	j u q
ничек сез	n i tʃ e k s e z
яхшы мы	j ɑ x ʃ ɨ m ɨ
нинди	n i n d i
кайсы	q ɑ j s ɨ
ничә яшьтә	n i tʃ æ j æ ʃ t æ
урыс	u r ɨ s
татар	t ɑ t ɑ r
башкорт	b ɑ ʃ q o r t
казах	q ɑ z ɑ x
төрек	t ø r e k
гарәп	ɡ ɑ r æ p
инглиз	i ŋ ɡ l i z
немец	n e m e ts
рус	r u s
Казан	q ɑ z ɑ n
Мәскәү	m æ s k æ w
Уфа	u f ɑ
Оренбург	o r e n b u r ɡ
Чиләбе	tʃ i l æ b e
Питрәч	p i t r æ tʃ
Арча	ɑ r tʃ ɑ
Алабуга	ɑ l ɑ b u ɡ ɑ
Нурлат	n u r l ɑ t
Лениногорск	l e n i n o ɡ o r s k
эш	e ʃ
завод	z ɑ w o d
фабрика	f ɑ b r i q ɑ
магазин	m ɑ ɡ ɑ z i n
кибет	k i b e t
базар	b ɑ z ɑ r
хастаханә	x ɑ s t ɑ x ɑ n æ
поликлиника	p o l i k l i n i q ɑ
аптека	ɑ p t e q ɑ
банк	b ɑ ŋ k
почта	p o tʃ t ɑ
транспорт	t r ɑ n s p o r t
автобус	ɑ w t o b u s
трамвай	t r ɑ m w ɑ j
поезд	p o j e z d
самолет	s ɑ m o l j o t
машина	m ɑ ʃ i n ɑ
велосипед	w e l o s i p e d
тимер юл	t i m e r j u l
документ	d o k u m e n t
паспорт	p ɑ s p o r t
акча	ɑ q tʃ ɑ
сум	s u m
тиен	t i j e n
бәя	b æ j æ
хак	x ɑ q
арзан	ɑ r z ɑ n
кыйммәт	q ɨ j m m æ t
сату	s ɑ t u
алу	ɑ l u
бирү	b i r ø
түләү	t ø l æ w
көнбагыш	k ø n b ɑ ɣ ɨ ʃ
пешерү	p e ʃ e r ø
бешерү	b e ʃ e r ø
ашамлык	ɑ ʃ ɑ m l ɨ q
эчемлек	e tʃ e m l e k
сый	s ɨ j
туй	t u j
бәйрәм	b æ j r æ m
туган көн	t u ɣ ɑ n k ø n
мәҗлес	m æ dʒ l e s
мечеть	m e tʃ e t
намаз	n ɑ m ɑ z
ураза	u r ɑ z ɑ
корбан	q o r b ɑ n
Сабантуй	s ɑ b ɑ n t u j
мәдәният	m æ d æ n i j æ t
сәнгать	s æ ŋ ɡ æ t
музыка	m u z ɨ q ɑ
җыр	dʒ ɨ r
бию	b i j u
шигырь	ʃ i ɣ ɨ r
китап	k i t ɑ p
тарих	t ɑ r i x
тел	t e l
фән	f æ n
мәгариф	m æ ɡ ɑ r i f
белем	b e l e m
укыту	u q ɨ t u
тикшерү	t i k ʃ e r ø
уйлау	u j l ɑ w
аңлату	ɑ ŋ l ɑ t u
белдерү	b e l d e r ø
сөйләшү	s ø j l æ ʃ ø
танышу	t ɑ n ɨ ʃ u
очрашу	o tʃ r ɑ ʃ u
хушлашу	x u ʃ l ɑ ʃ u
кичерү	k i tʃ e r ø
ярдәм	j ɑ r d æ m
ышану	ɨ ʃ ɑ n u
яратам	j ɑ r ɑ t ɑ m
сөям	s ø j æ m
яратасым	j ɑ r ɑ t ɑ s ɨ m
өметем	ø m e t e m
уй	u j
хыял	x ɨ j ɑ l
хис	x i s
шатлык	ʃ ɑ t l ɨ q
кайгы	q ɑ j ɡ ɨ
куаныч	q u ɑ n ɨ tʃ
борчу	b o r tʃ u
куркыныч	q u r q ɨ n ɨ tʃ
яхшылык	j ɑ x ʃ ɨ l ɨ q
начарлык	n ɑ tʃ ɑ r l ɨ q
дөреслек	d ø r e s l e k
гаделлек	ɡ ɑ d e l l e k
иреклек	i r e k l e k
тигезлек	t i ɡ e z l e k
берлек	b e r l e k
халык	x ɑ l ɨ q
милләт	m i l l æ t
дәүләт	d æ w l æ t
Россия	r o s s i j ɑ
Татарстан	t ɑ t ɑ r s t ɑ n
президент	p r e z i d e n t
хөкүмәт	x ø k ø m æ t
закон	z ɑ q o n
хокук	x o q u q
сайлаулар	s ɑ j l ɑ w l ɑ r
тавыш	t ɑ w ɨ ʃ
сугыш	s u ɣ ɨ ʃ
солых	s o l ɨ x
дуслык	d u s l ɨ q
хезмәт	x e z m æ t
хезмәтче	x e z m æ t tʃ e
эшче	e ʃ tʃ e
фермер	f e r m e r
укытучы	u q ɨ t u tʃ ɨ
табиб	t ɑ b i b
инженер	i n dʒ e n e r
рәссам	r æ s s ɑ m
язучы	j ɑ z u tʃ ɨ
шагыйрь	ʃ ɑ ɡ ɨ j r
артист	ɑ r t i s t
музыкант	m u z ɨ q ɑ n t
спортчы	s p o r t tʃ ɨ
укымышлы	u q ɨ m ɨ ʃ l ɨ
тапкыр	t ɑ p q ɨ r
акыллы	ɑ q ɨ l l ɨ
сабыр	s ɑ b ɨ r
ябык	j ɑ b ɨ q
ачык	ɑ tʃ ɨ q
кыю	q ɨ j u
куркак	q u r q ɑ q
шат	ʃ ɑ t
моңсу	m o ŋ s u
салкын	s ɑ l q ɨ n
эссе	e s s e
авырта	ɑ w ɨ r t ɑ
авырый	ɑ w ɨ r ɨ j
сау	s ɑ w
чир	tʃ i r
тәннең	t æ n n e ŋ
сәламәт	s æ l æ m æ t
дару	d ɑ r u
дәвалану	d æ w ɑ l ɑ n u
йокы	j o q ɨ
арыну	ɑ r ɨ n u
ял	j ɑ l
уен	u j e n
спорт	s p o r t
футбол	f u t b o l
хоккей	x o k k e j
йөзү	j ø z ø
йөгерү	j ø g e r ø
сикерү	s i k e r ø
атышу	ɑ t ɨ ʃ u
уку	u q u
язу	j ɑ z u
исәпләү	i s æ p l æ w
кисү	k i s ø
ясау	j ɑ s ɑ w
корау	q o r ɑ w
сынату	s ɨ n ɑ t u
сәяхәт	s æ j ɑ x æ t
килеш	k i l e ʃ
рәвеш	r æ w e ʃ
сыйфат	s ɨ j f ɑ t
исем	i s e m
фигыль	f i ɣ ɨ l
кисәк	k i s æ k
сүз	s ø z
сүзлек	s ø z l e k
тәрҗемә	t æ r dʒ e m æ
аваз	ɑ w ɑ z
хәреф	x æ r e f
сүзтезмә	s ø z t e z m æ
тезмә	t e z m æ
сөйләм	s ø j l æ m
хикәя	x i k æ j æ
роман	r o m ɑ n
шигырь	ʃ i ɣ ɨ r
нәсер	n æ s e r
газета	ɡ ɑ z e t ɑ
журнал	dʒ u r n ɑ l
хәбәр	x æ b æ r
сайт	s ɑ j t
интернет	i n t e r n e t
компьютер	k o m p j u t e r
телефон	t e l e f o n
эш урыны	e ʃ u r ɨ n ɨ
дата	d ɑ t ɑ
вакыт	w ɑ q ɨ t
тарих	t ɑ r i x
гасыр	ɡ ɑ s ɨ r
ел	j e l
ай	ɑ j
атна	ɑ t n ɑ
тәүлек	t æ w l e k
сәгать	s æ ɡ æ t
минут	m i n u t
секунд	s e k u n d
иртән	i r t æ n
көндез	k ø n d e z
кичен	k i tʃ e n
төнлән	t ø n l æ n
дүшәмбе	d ø ʃ æ m b e
сишәмбе	s i ʃ æ m b e
чәршәмбе	tʃ æ r ʃ æ m b e
пәнҗешәмбе	p æ n dʒ e ʃ æ m b e
җомга	dʒ o m ɡ ɑ
шимбә	ʃ i m b æ
якшәмбе	j ɑ q ʃ æ m b e
гыйнвар	ɣ ɨ j n w ɑ r
февраль	f e w r ɑ l
март	m ɑ r t
апрель	ɑ p r e l
май	m ɑ j
июнь	i j u n
июль	i j u l
август	ɑ w ɡ u s t
сентябрь	s e n t j ɑ b r
октябрь	o k t j ɑ b r
ноябрь	n o j ɑ b r
декабрь	d e k ɑ b r
яз	j ɑ z
жәй	ʒ æ j
көз	k ø z
кыш	q ɨ ʃ
северда	s e w e r d ɑ
көньякта	k ø n j ɑ q t ɑ
көнчыгышта	k ø n tʃ ɨ ɡ ɨ ʃ t ɑ
көнбатышта	k ø n b ɑ t ɨ ʃ t ɑ
аскарак	ɑ s q ɑ r ɑ q
өскәрәк	ø s k æ r æ k
алгарак	ɑ l ɡ ɑ r ɑ q
артракка	ɑ r t r ɑ q q ɑ
унда	u n d ɑ
монда	m o n d ɑ
анда	ɑ n d ɑ
шунда	ʃ u n d ɑ
тегендә	t e g e n d æ
барысы	b ɑ r ɨ s ɨ
бөтенесе	b ø t e n e s e
берничә	b e r n i tʃ æ
кайберәүе	q ɑ j b e r æ w e
берсе	b e r s e
берни	b e r n i
бернинди	b e r n i n d i
алай	ɑ l ɑ j
болай	b o l ɑ j
шулай	ʃ u l ɑ j
шулай да	ʃ u l ɑ j d ɑ
ләкин	l æ k i n
ә	æ
ам	ɑ m
яисә	j ɑ i s æ
аннары	ɑ n n ɑ r ɨ
аннан соң	ɑ n n ɑ n s o ŋ
чөнки	tʃ ø n k i
нәкъ	n æ q
бары тик	b ɑ r ɨ t i k
шуңа күрә	ʃ u ŋ ɑ k ø r æ
шуңа	ʃ u ŋ ɑ
моңа	m o ŋ ɑ
аңа	ɑ ŋ ɑ
шулай итеп	ʃ u l ɑ j i t e p
