alunga	a l u ŋɡ a
ama	a m a
amadzimambo	a m a d͡z i m a mb o
amai	a m a i
amaiguru	a m a i ɡ u r u
amainini	a m a i n i n i
amami	a m a m i
amandebele	a m a nd e b e l e
amazulu	a m a z u l u
ambalee	a mb a l e e
ambaleenge	a mb a l e e ŋɡ e
ambayi	a mb a j i
ambedkar	a mb e d k a r
ambele	a mb e l e
ambenge	a mb e ŋɡ e
ambhuya	a mb h u j a
ambique	a mb i u e
ambuya	a mb u j a
ambuyawasha	a mb u j a w a ʃ a
ambuye	a mb u j e
america	a m e r i a
american	a m e r i a n
amerika	a m e r i k a
amharic	a m̤ a r i
amire	a m i r e
amman	a m m a n
ammonia	a m m o n i a
amosi	a m o s i
amsterdam	a m s t e r d a m
amwari	a m w a r i
amwene	a m w e n e
amy	a m j
an	a n
ana	a n a
and	a nd
andigwa	a nd i ɡ w a
ando	a nd o
andora	a nd o r a
andorra	a nd o r r a
andrew	a nd r e w
android	a nd r o i d
andu	a nd u
ane	a n e
anga	a ŋɡ a
angama	a ŋɡ a m a
anglican	a ŋɡ l i a n
angola	a ŋɡ o l a
angolan	a ŋɡ o l a n
angu	a ŋɡ u
angwa	a ŋɡ w a
ani	a n i
anime	a n i m e
anja	a nd͡ʒ a
anjou	a nd͡ʒ o u
ankara	a n k a r a
annaba	a n n a b a
anobvunza	a n o b͡v u nz a
anodudza	a n o d u d͡z a
anoirikana	a n o i r i k a n a
anoketa	a n o k e t a
anomuwonga	a n o m u w o ŋɡ a
anopota	a n o p o t a
anorinda	a n o r i nd a
anoshandisa	a n o ʃ a nd i s a
anotanga	a n o t a ŋɡ a
anovakiswa	a n o ʋ a k i s w a
anovamba	a n o ʋ a mb a
anowaridza	a n o w a r i d͡z a
antananarivo	a n t a n a n a r i ʋ o
antarctica	a n t a r t i a
anthakitika	a n t h a k i t i k a
antigua	a n t i ɡ u a
antsirabe	a n t͡s i r a b e
antsiranana	a n t͡s i r a n a n a
anufe	a n u f e
apia	a p i a
apink	a p i n k
ara	a r a
arab	a r a b
arabhia	a r a b̤ i a
arabia	a r a b i a
archives	a r t͡ʃ i ʋ e s
arctic	a r t i
arekisondira	a r e k i s o nd i r a
argentina	a r ɡ e n t i n a
ari	a r i
arikana	a r i k a n a
ariko	a r i k o
arirana	a r i r a n a
arirwa	a r i r w a
aristotile	a r i s t o t i l e
armenia	a r m e n i a
arowana	a r o w a n a
ars	a r s
arshpay	a r ʃ p a j
art	a r t
artificial	a r t i f i i a l
arubhaniya	a r u b̤ a n i j a
arujeriya	a r u d͡ʒ e r i j a
arumeniya	a r u m e n i j a
arya	a r j a
asamweri	a s a m w e r i
ascension	a s e n s i o n
ashante	a ʃ a n t e
ashanti	a ʃ a n t i
ashe	a ʃ e
ashem	a ʃ e m
ashgabat	a ʃ ɡ a b a t
ashinga	a ʃ i ŋɡ a
ashoka	a ʃ o k a
asi	a s i
asia	a s i a
asimudzwanashe	a s i m u d͡z w a n a ʃ e
asmara	a s m a r a
aston	a s t o n
asunci	a s u n i
at	a t
atafu	a t a f u
athens	a t h e n s
ati	a t i
atira	a t i r a
atlandiki	a t l a nd i k i
atlantic	a t l a n t i
atlasi	a t l a s i
atomic	a t o m i
atwot	a t w o t
au	a u
audius	a u d i u s
augustine	a u ɡ u s t i n e
aushi	a u ʃ i
australia	a u s t r a l i a
austria	a u s t r i a
auxillia	a u i l l i a
ava	a ʋ a
avapostori	a ʋ a p o s t o r i
avarua	a ʋ a r u a
avhareji	a v a r e d͡ʒ i
avhokadho	a v o k a d̤ o
awa	a w a
awasa	a w a s a
ayi	a j i
ayika	a j i k a
azerbaijan	a z e r b a i d͡ʒ a n
azeribhaijani	a z e r i b̤ a i d͡ʒ a n i
azote	a z o t e
azuri	a z u r i
baatonum	b a a t o n u m
baba	b a b a
babamudiki	b a b a m u d i k i
babamukuru	b a b a m u k u r u
babamunini	b a b a m u n i n i
babungo	b a b u ŋɡ o
baca	b a a
bach	b a t͡ʃ
back	b a k
badwe	b a d w e
badza	b a d͡z a
bafanji	b a f a nd͡ʒ i
baganya	b a ɡ a ɲ a
baghdad	b a ɡ h d a d
bahamas	b a h a m a s
bahir	b a h i r
bahrain	b a h r a i n
baila	b a i l a
baka	b a k a
bakaka	b a k a k a
bakalanga	b a k a l a ŋɡ a
bakana	b a k a n a
bakanya	b a k a ɲ a
bakanyira	b a k a ɲ i r a
bakanyire	b a k a ɲ i r e
bakare	b a k a r e
bakasa	b a k a s a
bakata	b a k a t a
bakayau	b a k a j a u
bako	b a k o
bakoena	b a k o e n a
bakoko	b a k o k o
bakole	b a k o l e
bakonjo	b a k o nd͡ʒ o
bakonzo	b a k o nz o
baku	b a k u
bakugo	b a k u ɡ o
bakwa	b a k w a
bakwena	b a k w e n a
bakweri	b a k w e r i
baleni	b a l e n i
balima	b a l i m a
balo	b a l o
baloyi	b a l o j i
bamako	b a m a k o
bamba	b a mb a
bambano	b a mb a n o
bambara	b a mb a r a
bambazuko	b a mb a z u k o
bambo	b a mb o
bambomukota	b a mb o m u k o t a
bambomukunda	b a mb o m u k u nd a
bambura	b a mb u r a
bamburo	b a mb u r o
bamenda	b a m e nd a
bamhamberengi	b a m̤ a mb e r e ŋɡ i
bamhamiso	b a m̤ a m i s o
bamhanwa	b a m̤ a n w a
bamudiki	b a m u d i k i
bamukuru	b a m u k u r u
bamunini	b a m u n i n i
banana	b a n a n a
band	b a nd
banda	b a nd a
bandadzi	b a nd a d͡z i
bandakadzi	b a nd a k a d͡z i
bandama	b a nd a m a
bandamba	b a nd a mb a
bandamuchenene	b a nd a m u t͡ʃ e n e n e
bandanyina	b a nd a ɲ i n a
bandar	b a nd a r
bande	b a nd e
bandhla	b a nd h l a
bandiko	b a nd i k o
bandira	b a nd i r a
bandundu	b a nd u nd u
bandwe	b a nd w e
banen	b a n e n
banga	b a ŋɡ a
bangadzira	b a ŋɡ a d͡z i r a
bangafundo	b a ŋɡ a f u nd o
bangala	b a ŋɡ a l a
bangamuseve	b a ŋɡ a m u s e ʋ e
bangandanga	b a ŋɡ a nd a ŋɡ a
banganerujeko	b a ŋɡ a n e r u d͡ʒ e k o
banganhundu	b a ŋɡ a n h u nd u
bangara	b a ŋɡ a r a
bangassou	b a ŋɡ a s s o u
bangaungwaru	b a ŋɡ a u ŋɡ w a r u
bangime	b a ŋɡ i m e
bangira	b a ŋɡ i r a
bangiramagwaro	b a ŋɡ i r a m a ɡ w a r o
bangiro	b a ŋɡ i r o
bangkok	b a ŋɡ k o k
bangladesh	b a ŋɡ l a d e ʃ
bango	b a ŋɡ o
bangui	b a ŋɡ u i
banguranyika	b a ŋɡ u r a ɲ i k a
bangure	b a ŋɡ u r e
bangwa	b a ŋɡ w a
banhwa	b a n h w a
bani	b a n i
banjul	b a nd͡ʒ u l
banket	b a n k e t
bantu	b a n t u
banyarwanda	b a ɲ a r w a nd a
banyole	b a ɲ o l e
banza	b a nz a
banze	b a nz e
banzura	b a nz u r a
baomba	b a o mb a
bape	b a p e
bapedi	b a p e d i
bapiro	b a p i r o
bapu	b a p u
bapunu	b a p u n u
bara	b a r a
baradzarudzi	b a r a d͡z a r u d͡z i
baradzira	b a r a d͡z i r a
baradzivaureya	b a r a d͡z i ʋ a u r e j a
barain	b a r a i n
barambanda	b a r a mb a nd a
baranya	b a r a ɲ a
baranyera	b a r a ɲ e r a
baranyira	b a r a ɲ i r a
baranyire	b a r a ɲ i r e
barara	b a r a r a
bararira	b a r a r i r a
baraureya	b a r a u r e j a
barawa	b a r a w a
barawani	b a r a w a n i
baraza	b a r a z a
barbados	b a r b a d o s
barbara	b a r b a r a
barbuda	b a r b u d a
bare	b a r e
bari	b a r i
bariba	b a r i b a
barika	b a r i k a
barikira	b a r i k i r a
barinye	b a r i ɲ e
barinyera	b a r i ɲ e r a
barinyire	b a r i ɲ i r e
barka	b a r k a
baro	b a r o
baronga	b a r o ŋɡ a
barotse	b a r o t͡s e
barumbwa	b a r u mb w a
barwa	b a r w a
barwanda	b a r w a nd a
basa	b a s a
basabasa	b a s a b a s a
basanza	b a s a nz a
basi	b a s i
baskin	b a s k i n
basotho	b a s o t h o
basseterre	b a s s e t e r r e
basshunter	b a s ʃ u n t e r
bassopo	b a s s o p o
bata	b a t a
batamoyo	b a t a m o j o
bateke	b a t e k e
bato	b a t o
batonga	b a t o ŋɡ a
batswana	b a t͡s w a n a
batya	b a t j a
bavili	b a ʋ i l i
bay	b a j
baya	b a j a
bazi	b a z i
bbalofa	b b a l o f a
bear	b e a r
bebenu	b e b e n u
beche	b e t͡ʃ e
befu	b e f u
befuro	b e f u r o
begawan	b e ɡ a w a n
beijing	b e i d͡ʒ i ŋɡ
beirut	b e i r u t
beit	b e i t
beitbridge	b e i t b r i d ɡ e
beja	b e d͡ʒ a
belanda	b e l a nd a
belarus	b e l a r u s
beleka	b e l e k a
belenga	b e l e ŋɡ a
belgium	b e l ɡ i u m
belgrade	b e l ɡ r a d e
beli	b e l i
belize	b e l i z e
belmopan	b e l m o p a n
belon	b e l o n
bemba	b e mb a
bembera	b e mb e r a
bemvu	b e mʷ u
ben	b e n
bena	b e n a
bendekete	b e nd e k e t e
bendo	b e nd o
benga	b e ŋɡ a
bengo	b e ŋɡ o
benhura	b e n h u r a
beni	b e n i
benin	b e n i n
benya	b e ɲ a
benyure	b e ɲ u r e
benza	b e nz a
benzva	b e nzʷ a
bepa	b e p a
bepe	b e p e
bepete	b e p e t e
bepobesu	b e p o b e s u
bepohuma	b e p o h u m a
bepu	b e p u
bepura	b e p u r a
bera	b e r a
bere	b e r e
berengo	b e r e ŋɡ o
berere	b e r e r e
bergman	b e r ɡ m a n
beria	b e r i a
bern	b e r n
bernard	b e r n a r d
bernie	b e r n i e
beryllium	b e r j l l i u m
besa	b e s a
besanwa	b e s a n w a
besha	b e ʃ a
besu	b e s u
besva	b e sʷ a
beswa	b e s w a
beta	b e t a
betafo	b e t a f o
bete	b e t e
beto	b e t o
betsira	b e t͡s i r a
betsva	b e t͡sʷ a
betu	b e t u
beza	b e z a
bganamai	b ɡ a n a m a i
bge	b ɡ e
bh	b̤
bhaa	b̤ a a
bhachi	b̤ a t͡ʃ i
bhahareyini	b̤ a h a r e j i n i
bhahari	b̤ a h a r i
bhaibheri	b̤ a i b̤ e r i
bhakasa	b̤ a k a s a
bhamu	b̤ a m u
bhanana	b̤ a n a n a
bhande	b̤ a nd e
bhandeji	b̤ a nd e d͡ʒ i
bhangaladhesha	b̤ a ŋɡ a l a d̤ e ʃ a
bhangu	b̤ a ŋɡ u
bhara	b̤ a r a
bharanzi	b̤ a r a nz i
bhare	b̤ a r e
bhari	b̤ a r i
bharibhudha	b̤ a r i b̤ u d̤ a
bharu	b̤ a r u
bhasera	b̤ a s e r a
bhasiketi	b̤ a s i k e t i
bhasikoro	b̤ a s i k o r o
bhatani	b̤ a t a n i
bhatiri	b̤ a t i r i
bhavha	b̤ a v a
bhavhu	b̤ a v u
bhawaraki	b̤ a w a r a k i
bhazi	b̤ a z i
bhebhe	b̤ e b̤ e
bhegi	b̤ e ɡ i
bhejani	b̤ e d͡ʒ a n i
bheka	b̤ e k a
bhenini	b̤ e n i n i
bherarusi	b̤ e r a r u s i
bhero	b̤ e r o
bherujyamu	b̤ e r u d͡ʒ j a m u
bheya	b̤ e j a
bhibho	b̤ i b̤ o
bhii	b̤ i i
bhila	b̤ i l a
bhinzi	b̤ i nz i
bhiza	b̤ i z a
bhizautare	b̤ i z a u t a r e
bhizimusi	b̤ i z i m u s i
bhobha	b̤ o b̤ a
bhobho	b̤ o b̤ o
bhodha	b̤ o d̤ a
bhodhi	b̤ o d̤ i
bhodhoro	b̤ o d̤ o r o
bhokisi	b̤ o k i s i
bhomba	b̤ o mb a
bhondi	b̤ o nd i
bhoni	b̤ o n i
bhonza	b̤ o nz a
bhora	b̤ o r a
bhoso	b̤ o s o
bhosvo	b̤ o sʷ o
bhoti	b̤ o t i
bhotswana	b̤ o t͡s w a n a
bhoziniya	b̤ o z i n i j a
bhucha	b̤ u t͡ʃ a
bhudhapesti	b̤ u d̤ a p e s t i
bhudhi	b̤ u d̤ i
bhuku	b̤ u k u
bhumi	b̤ u m i
bhunu	b̤ u n u
bhuritani	b̤ u r i t a n i
bhuru	b̤ u r u
bhurugariya	b̤ u r u ɡ a r i j a
bhurugwa	b̤ u r u ɡ w a
bhurukina	b̤ u r u k i n a
bhuruma	b̤ u r u m a
bhurunei	b̤ u r u n e i
bhusuman	b̤ u s u m a n
bhusumane	b̤ u s u m a n e
bhutan	b̤ u t a n
bhutani	b̤ u t a n i
bhutsu	b̤ u t͡s u
biden	b i d e n
big	b i ɡ
biketa	b i k e t a
bikita	b i k i t a
bilda	b i l d a
bilema	b i l e m a
bill	b i l l
billy	b i l l j
bimbiri	b i mb i r i
bimha	b i m̤ a
bimwa	b i m w a
bina	b i n a
binde	b i nd e
bindi	b i nd i
bindikita	b i nd i k i t a
bindu	b i nd u
binduko	b i nd u k o
bindura	b i nd u r a
bing	b i ŋɡ
binga	b i ŋɡ a
bingandadi	b i ŋɡ a nd a d i
bingo	b i ŋɡ o
bingu	b i ŋɡ u
bingura	b i ŋɡ u r a
bingwa	b i ŋɡ w a
bini	b i n i
birchenough	b i r t͡ʃ e n o u ɡ h
bire	b i r e
biri	b i r i
biria	b i r i a
birimo	b i r i m o
biringi	b i r i ŋɡ i
birira	b i r i r a
biriri	b i r i r i
birkenhead	b i r k e n h e a d
bisa	b i s a
bishapisha	b i ʃ a p i ʃ a
bishasimbi	b i ʃ a s i mb i
bishi	b i ʃ i
bishkek	b i ʃ k e k
biso	b i s o
bissa	b i s s a
bissau	b i s s a u
biti	b i t i
bitini	b i t i n i
bitira	b i t i r a
biya	b i j a
biyo	b i j o
bizo	b i z o
bizu	b i z u
black	b l a k
bleu	b l e u
bloemfontein	b l o e m f o n t e i n
blogging	b l o ɡ ɡ i ŋɡ
bobangi	b o b a ŋɡ i
bobo	b o b o
bodyo	b o d j o
bofu	b o f u
bogot	b o ɡ o t
bohicon	b o h i o n
boka	b o k a
bokora	b o k o r a
bokosera	b o k o s e r a
bokoza	b o k o z a
bole	b o l e
bolivia	b o l i ʋ i a
boma	b o m a
bomb	b o mb
bomera	b o m e r a
bona	b o n a
bonda	b o nd a
bonde	b o nd e
bondei	b o nd e i
bondeka	b o nd e k a
bondera	b o nd e r a
bondokoto	b o nd o k o t o
bondongo	b o nd o ŋɡ o
bondwe	b o nd w e
bonga	b o ŋɡ a
bongo	b o ŋɡ o
bongola	b o ŋɡ o l a
bongozozo	b o ŋɡ o z o z o
bongwe	b o ŋɡ w e
bonongwe	b o n o ŋɡ w e
bonyongo	b o ɲ o ŋɡ o
bonyongwe	b o ɲ o ŋɡ w e
bonyora	b o ɲ o r a
bonza	b o nz a
boora	b o o r a
boorangoma	b o o r a ŋɡ o m a
boporodzi	b o p o r o d͡z i
bopoto	b o p o t o
bor	b o r
borna	b o r n a
boroma	b o r o m a
boron	b o r o n
bosha	b o ʃ a
bosho	b o ʃ o
bosnia	b o s n i a
bossangoa	b o s s a ŋɡ o a
bota	b o t a
bote	b o t e
boterekwa	b o t e r e k w a
boterero	b o t e r e r o
bothata	b o t h a t a
botso	b o t͡s o
botswana	b o t͡s w a n a
bour	b o u r
box	b o
boy	b o j
bozho	b o ʒ o
brand	b r a nd
bras	b r a s
bratislava	b r a t i s l a ʋ a
bravanese	b r a ʋ a n e s e
brazil	b r a z i l
brazzaville	b r a z z a ʋ i l l e
brenda	b r e nd a
brettell	b r e t t e l l
bridge	b r i d ɡ e
bridgetown	b r i d ɡ e t o w n
britain	b r i t a i n
brown	b r o w n
brunei	b r u n e i
brussels	b r u s s e l s
bts	b t͡s
bu	b u
buata	b u a t a
bubi	b u b i
bububu	b u b u b u
buchindami	b u t͡ʃ i nd a m i
budandibudewo	b u d a nd i b u d e w o
budanjski	b u d a nd͡ʒ s k i
budapest	b u d a p e s t
buddha	b u d d̤ a
budiriro	b u d i r i r o
buduma	b u d u m a
buea	b u e a
buene	b u e n e
buenos	b u e n o s
bugabe	b u ɡ a b e
buganda	b u ɡ a nd a
buhera	b u h e r a
buhuru	b u h u r u
bujumbura	b u d͡ʒ u mb u r a
buka	b u k a
bukala	b u k a l a
bukanga	b u k a ŋɡ a
bukaputa	b u k a p u t a
bukavu	b u k a ʋ u
bukaya	b u k a j a
bukosha	b u k o ʃ a
bukuba	b u k u b a
bukusu	b u k u s u
bukuta	b u k u t a
bukuwa	b u k u w a
bukwa	b u k w a
bulanda	b u l a nd a
bulawayo	b u l a w a j o
bulaya	b u l a j a
bulele	b u l e l e
bulelwa	b u l e l w a
buleya	b u l e j a
bulgaria	b u l ɡ a r i a
buliri	b u l i r i
buliwo	b u l i w o
bulu	b u l u
bulumbu	b u l u mb u
bulunga	b u l u ŋɡ a
bulungi	b u l u ŋɡ i
bulungu	b u l u ŋɡ u
bumbiro	b u mb i r o
bumbunu	b u mb u n u
bumburu	b u mb u r u
bumburudzi	b u mb u r u d͡z i
bumbuti	b u mb u t i
bumbwa	b u mb w a
bumha	b u m̤ a
bumharutsva	b u m̤ a r u t͡sʷ a
bumhira	b u m̤ i r a
bumhu	b u m̤ u
bumhudza	b u m̤ u d͡z a
bumosi	b u m o s i
bundira	b u nd i r a
bundo	b u nd o
bundu	b u nd u
bundutso	b u nd u t͡s o
bunga	b u ŋɡ a
bungu	b u ŋɡ u
bungudziro	b u ŋɡ u d͡z i r o
bungula	b u ŋɡ u l a
bungwa	b u ŋɡ w a
bunha	b u n h a
bunia	b u n i a
bunjira	b u nd͡ʒ i r a
bunoge	b u n o ɡ e
bunolo	b u n o l o
bunumunu	b u n u m u n u
bununu	b u n u n u
bunyumunyu	b u ɲ u m u ɲ u
bupe	b u p e
bupira	b u p i r a
bupurudzi	b u p u r u d͡z i
bura	b u r a
bure	b u r e
burger	b u r ɡ e r
buri	b u r i
burkina	b u r k i n a
burma	b u r m a
buro	b u r o
burumbu	b u r u mb u
burundi	b u r u nd i
burunga	b u r u ŋɡ a
burunzeve	b u r u nz e ʋ e
burura	b u r u r a
bururu	b u r u r u
buruvuru	b u r u ʋ u r u
busa	b u s a
busaka	b u s a k a
bush	b u ʃ
bushanga	b u ʃ a ŋɡ a
busheka	b u ʃ e k a
bushilu	b u ʃ i l u
bushiri	b u ʃ i r i
bushong	b u ʃ o ŋɡ
bushonga	b u ʃ o ŋɡ a
bushu	b u ʃ u
busi	b u s i
busimu	b u s i m u
bususu	b u s u s u
butala	b u t a l a
butawu	b u t a w u
bute	b u t e
buteko	b u t e k o
butembo	b u t e mb o
buteta	b u t e t a
butoka	b u t o k a
butonde	b u t o nd e
butonga	b u t o ŋɡ a
butu	b u t u
butukulu	b u t u k u l u
buwa	b u w a
buwe	b u w e
buwunga	b u w u ŋɡ a
buyambi	b u j a mb i
buyema	b u j e m a
buyu	b u j u
buyurimwe	b u j u r i m w e
bveke	b͡v e k e
bvekechera	b͡v e k e t͡ʃ e r a
bvengo	b͡v e ŋɡ o
bveni	b͡v e n i
bveverere	b͡v e ʋ e r e r e
bvi	b͡v i
bvidza	b͡v i d͡z a
bvidzani	b͡v i d͡z a n i
bvidzika	b͡v i d͡z i k a
bvika	b͡v i k a
bvinina	b͡v i n i n a
bvubvururwe	b͡v u b͡v u r u r w e
bvudzi	b͡v u d͡z i
bvuku	b͡v u k u
bvumbanyuchi	b͡v u mb a ɲ u t͡ʃ i
bvungapfunga	b͡v u ŋɡ a p͡f u ŋɡ a
bvunye	b͡v u ɲ e
bvupa	b͡v u p a
bvurunuro	b͡v u r u n u r o
bvute	b͡v u t e
bwaira	b w a i r a
bwami	b w a m i
bwana	b w a n a
bwanali	b w a n a l i
bwangu	b w a ŋɡ u
bwanya	b w a ɲ a
bwato	b w a t o
bwazo	b w a z o
bwenge	b w e ŋɡ e
bweni	b w e n i
bwerazuva	b w e r a z u ʋ a
bwerere	b w e r e r e
bweru	b w e r u
bwerudza	b w e r u d͡z a
bwila	b w i l a
bwile	b w i l e
bwinga	b w i ŋɡ a
bwino	b w i n o
bwirazuva	b w i r a z u ʋ a
bwiro	b w i r o
bwirura	b w i r u r a
bwoni	b w o n i
by	b j
caesar	a e s a r
cairo	a i r o
calabar	a l a b a r
caledonia	a l e d o n i a
cali	a l i
cambodia	a mb o d i a
cameroon	a m e r o o n
canaan	a n a a n
canada	a n a d a
canal	a n a l
canberra	a n b e r r a
caning	a n i ŋɡ
cape	a p e
capleton	a p l e t o n
caracas	a r a a s
carbohydrates	a r b o h j d r a t e s
carbon	a r b o n
cardiff	a r d i f f
carl	a r l
carr	a r r
cartwright	a r t w r i ɡ h t
casablanca	a s a b l a n a
caselle	a s e l l e
cashel	a ʃ e l
castries	a s t r i e s
cathedral	a t h e d r a l
catholic	a t h o l i
cay	a j
cayenne	a j e n n e
cecil	e i l
centenary	e n t e n a r j
center	e n t e r
central	e n t r a l
centre	e n t r e
ch	t͡ʃ
cha	t͡ʃ a
chaani	t͡ʃ a a n i
chabarika	t͡ʃ a b a r i k a
chabata	t͡ʃ a b a t a
chabe	t͡ʃ a b e
chabuka	t͡ʃ a b u k a
chabuta	t͡ʃ a b u t a
chabvamuperu	t͡ʃ a b͡v a m u p e r u
chabvonga	t͡ʃ a b͡v o ŋɡ a
chabvuta	t͡ʃ a b͡v u t a
chad	t͡ʃ a d
chademana	t͡ʃ a d e m a n a
chadenga	t͡ʃ a d e ŋɡ a
chadereka	t͡ʃ a d e r e k a
chadhi	t͡ʃ a d̤ i
chadzera	t͡ʃ a d͡z e r a
chadzimira	t͡ʃ a d͡z i m i r a
chaenga	t͡ʃ a e ŋɡ a
chaerera	t͡ʃ a e r e r a
chafesuka	t͡ʃ a f e s u k a
chagonda	t͡ʃ a ɡ o nd a
chaguduka	t͡ʃ a ɡ u d u k a
chagumuka	t͡ʃ a ɡ u m u k a
chagutira	t͡ʃ a ɡ u t i r a
chagwanda	t͡ʃ a ɡ w a nd a
chahwo	t͡ʃ a h w o
chaindira	t͡ʃ a i nd i r a
chakafanira	t͡ʃ a k a f a n i r a
chakafishika	t͡ʃ a k a f i ʃ i k a
chakahwata	t͡ʃ a k a h w a t a
chakaipa	t͡ʃ a k a i p a
chakakwenenzveka	t͡ʃ a k a k w e n e nzʷ e k a
chakali	t͡ʃ a k a l i
chakandama	t͡ʃ a k a nd a m a
chakanyuka	t͡ʃ a k a ɲ u k a
chakapfava	t͡ʃ a k a p͡f a ʋ a
chakari	t͡ʃ a k a r i
chakasungwa	t͡ʃ a k a s u ŋɡ w a
chakasununguka	t͡ʃ a k a s u n u ŋɡ u k a
chakata	t͡ʃ a k a t a
chakatsvitswa	t͡ʃ a k a t͡sʷ i t͡s w a
chakavhengana	t͡ʃ a k a v e ŋɡ a n a
chakawata	t͡ʃ a k a w a t a
chakeredza	t͡ʃ a k e r e d͡z a
chakona	t͡ʃ a k o n a
chakonda	t͡ʃ a k o nd a
chakonza	t͡ʃ a k o nz a
chakota	t͡ʃ a k o t a
chakuwa	t͡ʃ a k u w a
chakwanza	t͡ʃ a k w a nz a
chakwita	t͡ʃ a k w i t a
challa	t͡ʃ a l l a
chalo	t͡ʃ a l o
chambati	t͡ʃ a mb a t i
chambizo	t͡ʃ a mb i z o
chamboko	t͡ʃ a mb o k o
chambuko	t͡ʃ a mb u k o
chamhembe	t͡ʃ a m̤ e mb e
chaminuka	t͡ʃ a m i n u k a
chamo	t͡ʃ a m o
chamu	t͡ʃ a m u
chamuhwande	t͡ʃ a m u h w a nd e
chamumbwa	t͡ʃ a m u mb w a
chana	t͡ʃ a n a
chanakira	t͡ʃ a n a k i r a
chanda	t͡ʃ a nd a
chandengenda	t͡ʃ a nd e ŋɡ e nd a
chando	t͡ʃ a nd o
chandoma	t͡ʃ a nd o m a
chanduru	t͡ʃ a nd u r u
changaira	t͡ʃ a ŋɡ a i r a
changamire	t͡ʃ a ŋɡ a m i r e
changaradza	t͡ʃ a ŋɡ a r a d͡z a
changarara	t͡ʃ a ŋɡ a r a r a
changatira	t͡ʃ a ŋɡ a t i r a
changatire	t͡ʃ a ŋɡ a t i r e
change	t͡ʃ a ŋɡ e
changu	t͡ʃ a ŋɡ u
chani	t͡ʃ a n i
chanja	t͡ʃ a nd͡ʒ a
chanjamara	t͡ʃ a nd͡ʒ a m a r a
chanyau	t͡ʃ a ɲ a u
chanza	t͡ʃ a nz a
chanzo	t͡ʃ a nz o
chao	t͡ʃ a o
chaora	t͡ʃ a o r a
chapa	t͡ʃ a p a
chapakata	t͡ʃ a p a k a t a
chapangura	t͡ʃ a p a ŋɡ u r a
chapara	t͡ʃ a p a r a
chaparika	t͡ʃ a p a r i k a
chaparira	t͡ʃ a p a r i r a
chapatarongo	t͡ʃ a p a t a r o ŋɡ o
chapepa	t͡ʃ a p e p a
chaperuka	t͡ʃ a p e r u k a
chapfudu	t͡ʃ a p͡f u d u
chapfumbo	t͡ʃ a p͡f u mb o
chapfunga	t͡ʃ a p͡f u ŋɡ a
chapinduka	t͡ʃ a p i nd u k a
chapinga	t͡ʃ a p i ŋɡ a
chapingidza	t͡ʃ a p i ŋɡ i d͡z a
chapingudza	t͡ʃ a p i ŋɡ u d͡z a
chapota	t͡ʃ a p o t a
chapotera	t͡ʃ a p o t e r a
chaps	t͡ʃ a p s
chapungu	t͡ʃ a p u ŋɡ u
chapupu	t͡ʃ a p u p u
chara	t͡ʃ a r a
charadza	t͡ʃ a r a d͡z a
charaka	t͡ʃ a r a k a
charama	t͡ʃ a r a m a
charamba	t͡ʃ a r a mb a
charandura	t͡ʃ a r a nd u r a
